ID|Tweet|Subtask_A
|user user bence baak burlar fazla mkemmeliyetilikten kek yapamyor neden diyeceksin millet evine misafir gelir hemen 2 kartrr ay olana kadar kek piiverir biz btn pf noktalarn uygularz yine olmaz baknz ben|OTHER
|seviye evereste kt be o nasl ralli o nasl backhand winner be allah msn delpo|OTHER
|ahsi bir mesele deil ahsiyet meselesidir perembe|OTHER
|user user ben wallace ok iyi savunmacyd yetenei hrs ve gcyle her takmda rahata oynayabilirdi hey gidi 2004 detroit pistons|OTHER
|user abi syle fazla para istemeden bize gelsin )|OTHER
|user erkegi cekici yapan 3 ey vardr 1) guluu2) ses tonu3) parfumu|OTHER
|user user sen acele etme ya hele ampiyonalar ligi trkiye ligi bi balasn dimi|OTHER
|vazgemek mi ihanet yoksa unutmak m|OTHER
|tannm kiileri taklit eden kullanclar siliyordum rte isimli bir kullancy sildim geenlerde dndm de ya gerekten reis ise|OTHER
|byle ani kt bir haber aldmda ya da ok zleceim bir ey aniden yaandnda baklk sistemim kyor dnden beri o kadar hastaym ki annem de yok hafta sonuna kadar ok moralim bozuk|OTHER
|gzlerim yeil ama belli olmuyo sarnm o da belli degil boyum da uzun kimse bilmiyo|OTHER
|user haklsn ne desen haklsn adana araplar kesinlikle dii hayvan kesmez hani bil diye syledim|OTHER
|yed dvele adaletle hkmetm ecdadin torunlari olarak hutbelernde adaletle lgl ayetler okunan vekllernn adaletle lgl twtler attii lkemde hl adalet beklyoruz sresiznafakazulmdr user user user user user user|OTHER
|beikta n sahibi sergen yaln diyen taraftardr herkesi bir zaman iin aldatabilir baz kiileri her zaman aldatabilir ama herkesi her zaman aldatamaz beikta hayat boyunca aldatmayan bakan lazm fikretormanistifa|OTHER
|aklimi yitiricem sinirden oyle bir durumda nasil akliniza video cekmek gelir nasil mudahale etmeden oylece izleyebilirsiniz ya!|OTHER
|user necat bey iiniz gerekten zor yorumlar okudum da bilimsel veri sunduunuz iin hatal ve hatta nitelikli olmayan bir meslek eleman olarak anlabiliyorsunuz lkede trajikomik gerekten|OTHER
|user bence daha fazla alamayalm diye byle bir ey yapmadlar|OTHER
|user user yaw hala m n libero kardeim tek ihtiyacmz olmayan mevki oras ve yine oraya transfer yapmaya alyoruz|OTHER
|taehyung'un sesi kpoptaki en farkl ok ynl ve geni aralkl ses ama gerekten o kadar gzel bir ses rengi var ki ve arklar o kadar duygu ykl sylyor ki geni arala falan ihtiyac yok yle dz tonda sylese bile yine dnyann en gzel sesi|OTHER
|user user buradan sayn imamoluna sesleniyorum niye bu kadar az kii kardnz devamn bekliyoruz yllardr hak arayana glenler imdi sra bizde|OTHER
|biyomedikalteknikerlerinebnatama biyomedikal cihaz teknikeri atma istiyoruz maduruz kadro istiyoruz sayn bakanm user sayn bakan m user|OTHER
|niceler sultand krald aht benimle deiti talihi baht yerle bir eylerim tac ile taht akl almaz hnerlerim var benim|OTHER
|user cra kylrde 2011 ylndn beri grev yapan en dk memur maa alp i gvencsi olmdan salik hizmeti veren vekilebehemirelerkadrobekliyor|OTHER
|user hoca fazla konuma bence maallah dediin alt yayor|OTHER
|user anneler aresiz evlatlar yetim kald katiller sefasn srd bize kalan cumartesi eylemi kald|OTHER
|user ama beyefendi ne kadar korkarsanz korkun biz kadnlar zel alana hapsolmayacaz hayatn her alannda grnr olarak var olacaz kamusal alan yalnzca erkein deildir !|OTHER
|user user bu grmeden sonra konuulanlar bir aratr bakaym fetnn kendisi anlatyor birde u yabanc kanala verdii rportaj tekrar izle|OTHER
|user yaknda serbest kalr adalet byle elence merkezinde uzman dan alm silah bizde yedik|OTHER
|yaknlarm ltfen evlenmeyin cidden yoruluyorum sizin iin yapmayn kymayn bana|OTHER
|bar salk mutluluk kardelik ve huzur dolu bir dnya midiyle kurbanbayramnzmubarekolsun|OTHER
|mincedenek 40binrtmn tag dan dolay twit atmayan var ya hey allahm|OTHER
|umarm her ey iyi olur bir an nce toparlanabilir ailesi staystrongkai|OTHER
|user yani nasl akliyim puhahah bi erkekle bi kadnn sadece sevgili iken mutlu vakit geirebileceini dnen insan bu baraj aamamtr ite|OTHER
|doum gnn kutlu olsun aslan paras user|OTHER
|user yaz bi cevrimici oluyo bi cevrimd|OTHER
|kisini de okudum bo kitaplar yazk etmeyin kendinize ))|OTHER
|user birini yeni atlattk bize bulama ltfen |OTHER
|user sana gre ne var artk stanbullu|OTHER
|yi mi oldu kt m oldu bilmiyorum ama iimin rahatlad kesin|OTHER
|user allah rahmet eylesin mekan cennet olur nallah|OTHER
|kendi kendimize kalrz biz yine byle altk bu dzene|OTHER
|riskleri tkettiiniz tek zaman onlar almay braktnz zamandr|OTHER
|user oooo ok tatl bu sevgi yuma|OTHER
|user ozalite bobregimi versem daha iyiydi iki senede bobrek parasi verdim|OTHER
|bence bize bir srpriz hazrlyosunuz sayn bakanm user agustostagrtek40bin gibi |OTHER
|40 kere dedik yapmayn siz restore falan|OTHER
|bunlar dedii iin ile ekmi! hayretle seyrettim|OTHER
|takntl olacama p kovas olsaydm keke|OTHER
|deli gibi yaln dinliyorum dinlemediim hi arks kalmadnda vazgeerim sanmtm sen harika bir adamsn  user|OTHER
|lia3ng hahah onda sknt yok z aten dedem bzzat bana brakm )|OTHER
|user sivasli retmenle bir yl ayn kye yolculuk yaptk her sabah alrd bir ka simit yerdi tabi okul iinde daha ne yerdi allah bilirdi ))|OTHER
|mansur yava beypazar belediye bakan olmadan 65 proje vaat etmi 2 dnem belediye bakanl yapm olduu halde sadece 5 projeyi hayata geirmi seilirse ne olaca imdiden belli|OTHER
|lise servisimle mezun olduum liseme gidiyorum 4 sene boyunca yaadm her ey gzmde film eridi eklinde|OTHER
|sevdiimi anlaman iin vahiy mi gelmeli|OTHER
|uurcann asist yapmas ayr nwakaeme in o dakikada o kadar kou yaptktan sonra o vuruu yapmas ayr gzel|OTHER
|user daha ufak bii bulmak lazm hihihi|OTHER
|halkn dediine laf yok hakkin dedne boynumuz kildan nce ! yi geceler survivor2018|OTHER
|user arkadalar yalan twit fav almak iin yaptm|OTHER
|haluk bilginer umarm emmy dln kazanr ahsiyet dizisini de hi hatrlamyorum geri|OTHER
|user hereyden nce tezlerin enstit tarafndan inceleniyor olmas lazm tez ekilsel olarak enstit kurallarna uygun mu tam m diye kurula girer geerse sonra savunma yaplr|OTHER
|bazen insann bir keye ekilip hayat sorgulamas gerekir|OTHER
|user ktphane iinde gezdim kanka arka tarafa falan yrdm|OTHER
|2 yandaki kuzenim alar erturula ak galiba onu grnce durduk yere glyo ve dizide bavul topladn grnce alamaya balad ddd cokkomik|OTHER
|exo muzik kariyerine logo yayinlayarak devam etse bile zirvede kalir konusma sus|OTHER
|"ne kadar ayip delm """"nerde mamolu dyecene halka hzmet yerne yandaa peke eken kendsne ve yakinlarina dnyalik servet yapan topbai airmiyorlar"|OTHER
|user ka farkl yerden sana baktm bi bilsen ))|OTHER
|adamlar beni takip ediyo umarm feyk deildir|OTHER
|user ocuklara tecavz edenler iin niye ayn tepkiyi gstermedin yoksa ocuun nne glmek iin bira koymak ocuk tecavzlerinden daha ayp ve gnah birey mi|OTHER
|sokakta 4 ocuk konuuyor biri diyo ki trkiye'de 81milyar insan var br hemen itiraz etti 81milyon milyoooon diye bi br de ne milyonu 81trilyon olum dedi bunlar milyon milyar trilyon diye tartrken 4 s 40 trk 41i suriyeli dedi ve konuyu kapad glsem mi alasam m|OTHER
|user biz televizyon banda kalp spazm geiriyoruz mide de neymi gemi olsun|OTHER
|user user user  olsa da uyumuyoruz ki|OTHER
|bira gbei islamclarn alkol imeyelim diye rettii bi yalan|OTHER
|ah ben sen diye diye lecek miyim|OTHER
|nereye gitmeliyim kafamda deli sorular|OTHER
|user halkalyada bekliyoruz bu gler yzl bakanmz adamn kral ya ble gler yzll bizi mutlu ediyo valla ahsen yzyze konumak isterdim binali abiyle veya tlfnda|OTHER
|oo 4 gn tatil konular gnlere yayar alrz diyorduk 1 gn kald ve ben kitap amadm sorumluluklarn bilen biriyimdir|OTHER
|user bu tweetin dikkatini ekeceini biliyordum ruhunu grmeden yalnz d grn iin izmi olamazsn nk kadn gzel deil demek istedim d|OTHER
|user sz konusu adreste  b b tarafndan alma yaplmakta olup talebin  b b yol bakm mdrl tarafndan deerlendirilmek zere  b b beyaz masa'ya bavuru numaras 1 8714690599gvenlik numaras 5988266 ile ynlendirilmitir bilginize|OTHER
|birini senden vazgeecek raddeye getirip affedilmeyi beklemek birini her davranyla uurlayp neden gittin demek|OTHER
|user user user krstl devletten ihale alp maliyetleri srekli fazla gstererek vergi karyor patron user user user ile bir olup kk yatrmcnn binbir zahmetle kazand ve lke gelisin diye yatrm yapt user dan|OTHER
|user user gece youtube da yemek videosu izleyip yiyemeyince ben de byle alyorum|OTHER
|user bu barikati kurarak ne yapmak nereye varmak istemekteler|OTHER
|user user user nallah mjdeyi sizden alrz ltfen bize de ses verin 32yapolisolmakstiyor 24 dnem de bize de hak verin|OTHER
|bir kadn makyajsz gzelse gerekten gzeldir|OTHER
|nsanlar nce ileden karp sonra teselli veriyorsunuz|OTHER
|bir kere hapurunca elhamdulillah diyorum ardndan ikinci kere daha hapurunca eyvah diyorum hasta olucam|OTHER
|kis geliyor kislik bi seyler alalim dedik yok yani yok arkadaslar soguga alismamiz gerek bu kis cok usuyecegiz|OTHER
|user kendilerinden haberleri yok syledikleri ve yaptklar arasnda kocaman bi da var|OTHER
|yaptn her eyin boa olduunu grnce inancn yitiriyorsun|OTHER
|kandil simidi aldim simdi de tekele gidiyorum her kesimden halki kucaklayacagiz allahin da izniyle|OTHER
|user kz bu ok tatl yaaaa!|OTHER
|meer gemiyi beklediimiz yerde deniz yokmu|OTHER
|user user stanbula gelin mi geliyorsun yoksa|OTHER
|maa taksiye brakmak teekkrler stanbul|OTHER
|olduun gibi gzel grndn bilmelisin ve bir ey deitirmek zorunda deilsin|OTHER
|millet buraya taklm ne var bunda orada fenerbahenin en gl tribn grubunun liderleri fenerbahe tribnlerini temsilen moral vermek iin orada tm dnyada bu tip olaylar oluyor gayet de normal|OTHER
|user ve cok gecten daha ktusu yoktur hayatta|OTHER
|bir de srekli askeri sevkiyat grnts paylaanlar var iyi de tsk zaten ka senedir orada o sevkiyat zaten srekli yapmak mecburiyetinde bunun bir haber deeri yok artk|OTHER
|buraya kocaman bi gnaydin brakyorum uyanan alsn dn yapamazsam iteyimdir msait olduka dnerim herkesciklere kolay gelsin|OTHER
|user yok ya kfr etmem )bizim trk avrupa da ok var ))|OTHER
|user srf merakmdan katlmak istiyorum ne eleniriz bee!|OTHER
|ya da byle yaparak hilmi cem'i drmeye alp ampiyon olamaz alglar yapyorsanz bende size anilin ampiyon olamayacana dair ok ey sunarm survivor2018|OTHER
|user user teekkr ederim yantlarnz iin stad ikimiz de ayn eyleri sylyoruz aslnda sknt yok|OTHER
|camilerin nnde yryorum belki gvercinler stne sar bende giderim saysal loto oynarm diye dnn kabintane gvercin iinde bana denk getiren yok yok yani bildiin yok|OTHER
|user sevgili karel el al trkiye'ye niye umuyor hatrmda deil ama thy'in bu youn rekabeti avrupa'dan bir ok gl havayolunun uularnn iptal edilmesine sebep oluyor|OTHER
|"zmir'de kz syleisi ""sar yeleklilerin eylemleri ve yerel seimlere giden trkiye tarih 15 aralk cumartesi 16 00 yer deri kundura ileri dernei zmir"|OTHER
|bayram ii bayram tatil yapan memur talebe yryte ii her zamanki gibi makina banda )))|OTHER
|baekhyun yine birilerine cevap veriyor kskanyorum|OTHER
|user valla bu konumu halim deil tatlm susuyorum|OTHER
|i g (22) vizelere almak yerine niannda ekru renk giysem gzel olurdu diye dnyor sanrm yaza mezuniyeti yerine dn var|OTHER
|user yok be abim senden kt soz beklemeyiz uslubunca lafi gedigine koymayi seversin vesselam hayirli sabahlar|OTHER
|mutluluk mertebesine ne zaman ulacaz acaba tam olarak|OTHER
|gnei glne nasl sdrdn ezhel gb sevmek gerek kahretsn|OTHER
|user bi takip etsene sana dmden inanlmaz bi teklif sunucam |OTHER
|kitaplar her zaman daha mkemmeldir|OTHER
|bu uzun bekleyiin sarlmayla bitecei gn gelecek elbet|OTHER
|evime geldim ama ev yerinde deil|OTHER
|user user user user user user davas yce olann can tatl olmaz|OTHER
|user user user engin alp abi durmadan takibe devam|OTHER
|user fotorafta grdm kadaryla sadece pyorlar veya bi sarilma fark etmez nsanlarn sevgilerini gstermesi gayet normal bunu aykr ve kt bir sey olarak tanimlayanlar grenler zaten sevgisizlikle cezalandirilmistir|OTHER
|laik toplumu devletin sadklar hale getirmeliyiz|OTHER
|user madem sevmiyorsun sahip ck gzlerinednup dolap degmesin gzlerime|OTHER
|zgvenim yerle birdi imdi geri dndm miss turkeye bile katlabilirim|OTHER
|yeniden trkle eilmek! yeniden cemre gibi dmek topraa yeniden haram etmek gece gndz uykuyu yunus emre gibi atsz pusatsz yeniden fethetmek anadolu'yu duygusuyla yola revan olacak kadronun yoluda bahtida ak olsun|OTHER
|krldk umursanmadk bak bugn biraz daha kartlatm!|OTHER
|nsan insann umududur derler bu kadar umutsuz oluumuzun sebebi insansz kalmzdr belki de nsanlar kryoruz umutlar da nsaniyet namna|OTHER
|user ak ak sylyor kararlar doruydu ama biraz bize acsaydlar diye aln grn artk hakemler doru ynetse bile suu hakeme atacak bu teknik direktr bozuntular ka yolu hazr|OTHER
|user ama o senin eski ve sadk bir takipin olabilir belki askya gitmitir )))|OTHER
|user abla cok guzel olur zaten okuyormus ailesi ve dua istiyormus okuyanlar sayi verirse iletirim|OTHER
|user aynen ya ne merakllar soru sormaya|OTHER
|siz doru olun 9 kyden kovulursanz bizim kymze gelirsinizz|OTHER
|byle davranyorum nk mzik deiirse dans da deiir|OTHER
|adorno auge omelas etii epos distopya topya ve dierleri veya baz insanlar vardr bir caddede yrrken yanndan geerken asla bilmezsin onun l olduunu bunlar ite yaar gibi grnrler ama dnp baktnda oktan intihar etmitir o insan |OTHER
|user bana karadenizli tipi var gibi geliyor bizim oralara benzetemedim kdkdjjd|OTHER
|artk sen de yoksun yine ayn his bilemedin beni anlayamadn niye bu kadar uzaz ki bu kadar uzakken hissetmek niye|OTHER
|bugninnot ederinden fazlasn verme kimseye! senden eksilir ama ona faydas olmaz|OTHER
|geen yl bu saatlerde sahura kadar konutuunuz kii byk ihtimalle uan hayatnzda yok o yzden kimse iin uykusuz kalmayn|OTHER
|rahmetli muhsin yazcolunun da dedii gibi zulm azrail bile olsa hep hakk tutacam mukaddes davalarda lm bile gzeldir cihangirslamyalnzdeildir|OTHER
|sabahn krnde nargile iecek kadar ne yaamak lazm acaba|OTHER
|"allah resl (sav) her zaman gler yzl yumuak huylu ve nazikti asla kt huylu kat kalpli barp aran irkin szl kusur bulucu ve cimri deildi holanmad eyleri grmezlikten gelir kendisinden beklentisi olan kimseleri hayal krklna uratmazd """|OTHER
|user sayn cumhurbakanm ya sonunda siz de anladnz demek nereden nereye geldi trkiye|OTHER
|merhabalar destek iin paylasr msnz   bir emsiye dn altnda yzlerce ocuun umudu bir emsiye dn ki yzlerce insan sevgisini paylayor ve dn ki sen o emsiyenin altnda o ocuklara umut oluyorsun umudumsensin|OTHER
|user lk iim dedim devam gelecek elbette ama ikinci srada da balbazar var zgnm|OTHER
|user mesaj atnca da cevap yok|OTHER
|user yoklugun her yerde belli kral|OTHER
|user n uzay zamanda lokalize olmas iin bir frekans bandna sahip olmas ve o frekanslar aras faz birliine sahip olmas gerekiyor (fourier ilikisi) o yuzden fotonlar o faz birliine gre ayn ya da farkl zelliklere sahip olabilirler gne  ve lazer fark gibi|OTHER
|telsiz telefon oyumbakanerdoana tatma ambarlama nominal deer sekiz yzl|OTHER
|oha aka olsun bu inanlr gibi deil|OTHER
|yenisistem kresel (manipulasyon) yalan haberler sosyal medyada halkn dilindenmi gibi nasl yaplr yaylr internetten cnn trk gndem zel kresel manipulasyon nasl yaplr youtube yazn tklayn video izleyebilirsiniz sunucu deniz bayramolu|OTHER
|user yalnz o undercover bilen bilir user user|OTHER
|baz insanlarn hayatlar boyunca tek harcadklar para dnleri oluyor sanrm bizi yllarca ayn fotoraflarna bakmak zorunda brakmalarnn baka aklamas olamaz diye dnyorum|OTHER
|verdiim bir karar hayata geirebilmek sonuna kadar gitmek fire vermemek baabilmek bana kendimi dnyann en gl insanymm gibi hissettiriyor|OTHER
|dnyaya gelmeden nce senaryoyu okuyabilseydik mkemmel olacakt|OTHER
|user diyarbakrdan olup sevyel saygi gven ve gzllk dahilinde sohbet etmek veya reel grmek isteyen bayanlar ve tek erkek arayan iftleri dmye bekliyorum|OTHER
|user la liga var dediniz imdi matbu mesajla cevap verip ilgilenmiyorsunuz baka yollarla dana ucuza izleyebilrim|OTHER
|farkna varmak gzel bilinli olalm|OTHER
|user ulan keyfimi yerine getirdin he gzel aklabanlk yapiyosun|OTHER
|52 dakikada gndemde ilk sra  bir tanesiniz hocalarm  60binretmeninsesiolun|OTHER
|user balkonda yle yakkl bi fotorafini cekicektim|OTHER
|user sayn bakanm tarm bakanl'na 2 yldr atama bekliyoruz bize ak parti 2018'de 10551 atama sz verdi ama hala yerine getirilmedi ltfen bize siz yardmc olun ve ak parti'nin verdii sz yerine getirin nedediysekyaptkamatarmaatamayapmadk 5bingdamhendisi2|OTHER
|atanrsam ile balayan bir sr szlerimiz var bizim bu szlerimizi yerine getirebilmemiz iin ziyahoca60binremenata|OTHER
|u szn incelii ok farkl ya sizi gerekten seven her zaman sizde kalr kendinden bile gider ama sizde her zaman gelir|OTHER
|ve senin duruun bu olsayd ben o adamla yanl anlamm ilikilerinin boyutunu der kahve de ierdim belki u an deil arkadalktan kmak ok yakn 2 dost olurduk olacamzdan da emindim her eey senin yznden oldu aka uyardm halde|OTHER
|user user valla cem ylmazn bir filminden hatrlyorum maymundan gelmemi olabiliriz ama maymuna doru gidiyoruz o kesin |OTHER
|user bir insan adam olmaynca o insana adamlk zor gelir|OTHER
|sn user allah ifalar ihsan eylesin btn khk llarn mazlum ve madurlarn dualar sizinle olsun salk afiyet iersinde lkeye dnerek hak aray mcadelesine devam iyiki varsnz user user yatedaviedinyatahliye|OTHER
|yarn i var syleyeceklerim bu kadard|OTHER
|user benim elimdeki hisse ite zorlama insanlar|OTHER
|gvenilmek sevilmekten daha byk iltifattr|OTHER
|user als hastalg nedir hakknda bilgi|OTHER
|user user ne diyeyim allah sonumuzu hayr etsin|OTHER
|user gnaydn bir eyi sevmenin yolu bunun kaybolabileceini fark etmektir|OTHER
|user tamam hallederiz o ii aypsn|OTHER
|trkiye bu artlarda tm komularyla yaknlamal ege ve akdeniz'de varln glendirmeli zellikle de igal altnda olan kardak gibi adalarmzn mutlaka geri alnmas gerek trkiye'nin kktc'de garantr devlet olarak gl varln korumas art|OTHER
|uzaklara yle bir bakn vard kafeteryada keke keke yalnz bunun iin sevseydim seni|OTHER
|komik twitler begendiime bakmayn alayarak favlyorum|OTHER
|manga lkedeki mzik seviyesini o yllardan nasl bu kadar ykseltebilmi|OTHER
|biliyorsun her ey geecek bu nefes alrken gsne batan ineler yutkunurken boazna dmlenen loklamalar bu dnyann kysana gelip de aaya dyormusun hissi hepsi ama hepsi geecek minicik bir sz kalacak yreinde sadece o kadar|OTHER
|u andan itibaren her eyi farkl yapabilir hayal ettiin her eyi gerekletirebilirsin!|OTHER
|user user kuran okumamsn belli ki slam hi de eitlii savunmuyor miras paylamnda erkek daha fazla pay alyor karnz dvn diye ayet var muhammed evlatlnn karsyla evlenebilir diye ayet var yani okumadan inandn ey kafanda yarattn slam gerek slam bambaka|OTHER
